"","sampleID","uid","namedLocation","domainID","siteID","plotID","collectDate","sampleCode","kclSampleID","kclSampleCode","sampleCondition","ammoniumNAnalysisDate","kclAmmoniumNConc","ammoniumNRepNum","ammoniumNQF","ammoniumNRemarks","nitrateNitriteNAnalysisDate","kclNitrateNitriteNConc","nitrateNitriteNRepNum","nitrateNitriteNQF","nitrateNitriteNRemarks","laboratoryName","ammoniumNMethod","ammoniumNInstrument","ammoniumNAnalyzedBy","ammoniumNReviewedBy","nitrateNitriteNMethod","nitrateNitriteNInstrument","nitrateNitriteNAnalyzedBy","nitrateNitriteNReviewedBy","dataQF","publicationDate","release","soilFreshMass","kclVolume"
"172","KONA_059-M-23-2.5-20191009","4682f33c-3800-4bdd-a49f-1cb8905f9b6a","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-10-09 15:09:00,"A00000137220","KONA_059-M-23-2.5-20191009-KCL","D00000057332","ok",2020-02-05,0.084,1,"OK",NA,2020-02-20,0.087,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065049Z","RELEASE-2021",9.96,101
"173","KONA_059-M-23-2.5-20191029","22565d8e-f154-4f8d-bb82-5ec20384761e","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-10-29 16:05:00,NA,"KONA_059-M-23-2.5-20191029-KCL","D00000057311","ok",2020-02-05,0.062,1,"OK",NA,2020-02-20,0.564,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065049Z","RELEASE-2021",10,100
"174","KONA_059-M-30-34-20190618","f740ead4-1ef5-42f1-8f90-d0613eaedb6e","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-06-18 13:37:00,"A00000079604","KONA_059-M-30-34-20190618-KCL","B00000017309","ok",2019-08-07,0.106,1,"OK",NA,2019-08-07,0.424,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061224Z","RELEASE-2021",10.08,100
"175","KONA_059-M-30-34-20190710","df22f1c3-5c91-41e1-a38c-2b307d5d4cc7","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-07-10 17:33:00,"A00000080203","KONA_059-M-30-34-20190710-KCL","B00000017343","ok",2019-08-07,0.134,1,"OK",NA,2019-08-07,1.161,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061136Z","RELEASE-2021",10.03,99
"176","KONA_059-M-36-8.5-20190618","f5666549-f40f-4918-a627-03e986bf1984","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-06-18 14:15:00,"A00000079605","KONA_059-M-36-8.5-20190618-KCL","B00000017299","ok",2019-08-07,0.09,1,"OK",NA,2019-08-07,0.792,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061224Z","RELEASE-2021",10.09,100
"177","KONA_059-M-36-8.5-20190710","39f23473-b346-491f-b6c3-2a9df828e125","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-07-10 17:25:00,"A00000080202","KONA_059-M-36-8.5-20190710-KCL","B00000017340","ok",2019-08-07,0.644,1,"OK",NA,2019-08-07,0.074,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061136Z","RELEASE-2021",10.07,100
"178","KONA_059-M-39.5-27.5-20191009","f3f613b6-decc-490d-9a4e-66fcc167c7e0","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-10-09 14:40:00,"A00000137221","KONA_059-M-39.5-27.5-20191009-KCL","D00000057314","ok",2020-02-05,0.112,1,"OK",NA,2020-02-20,0.118,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065049Z","RELEASE-2021",10.06,100
"179","KONA_059-M-39.5-27.5-20191029","3f36f2ea-d0f4-4cba-951f-33a29287719b","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-10-29 15:58:00,NA,"KONA_059-M-39.5-27.5-20191029-KCL","D00000057342","ok",2020-02-05,0.287,1,"OK",NA,2020-02-20,0.554,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065049Z","RELEASE-2021",10.1,100
"180","KONA_059-M-7.5-5.5-20190618","4878520b-0332-46cc-955b-b95149faaa3a","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-06-18 14:49:00,"A00000079609","KONA_059-M-7.5-5.5-20190618-KCL","B00000017303","ok",2019-08-07,0.108,1,"OK",NA,2019-08-07,0.658,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061224Z","RELEASE-2021",10.03,100
"181","KONA_059-M-7.5-5.5-20190710","daf7f3ea-cc20-493d-93d0-278fe6cc8a73","KONA_059.basePlot.bgc","D06","KONA","KONA_059",2019-07-10 17:20:00,"A00000080204","KONA_059-M-7.5-5.5-20190710-KCL","B00000017344","ok",2019-08-07,0.092,1,"OK",NA,2019-08-07,0.874,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T061136Z","RELEASE-2021",10.04,100
"182","NIWO_040-M-22-7.5-20190701","eec42795-1373-4c11-a129-aca64b1bc023","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-01 20:56:00,"A00000090858","NIWO_040-M-22-7.5-20190701-KCL","B00000012087","ok",2019-08-28,0.097,1,"OK",NA,2019-08-29,0.131,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.06,100
"183","NIWO_040-M-22-7.5-20190718","7d01ecc0-ad08-49f9-a0b1-a94a731e3e6b","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-18 15:36:00,"A00000091106","NIWO_040-M-22-7.5-20190718-KCL","B00000011983","ok",2019-08-28,0.12,1,"OK",NA,2019-08-29,0.126,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",9.87,100
"184","NIWO_040-M-3-14-20190701","d01bfa32-701c-4b75-a0e6-21dcfb513e27","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-01 21:40:00,"A00000090856","NIWO_040-M-3-14-20190701-KCL","B00000012081","ok",2019-08-28,0.498,1,"OK",NA,2019-08-29,0.283,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",9.91,100
"185","NIWO_040-M-3-14-20190718","f7dadc59-712c-48de-969e-d4d424faafec","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-18 15:18:00,"A00000091189","NIWO_040-M-3-14-20190718-KCL","B00000012003","ok",2019-08-28,2.32,1,"OK",NA,2019-08-29,0.809,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.17,100
"186","NIWO_040-M-3-29-20190701","9d8f0e63-969e-49e2-bdc6-99addd616a64","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-01 22:16:00,"A00000090854","NIWO_040-M-3-29-20190701-KCL","B00000012078","ok",2019-08-28,0.077,1,"OK",NA,2019-08-29,0.135,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.07,100
"187","NIWO_040-O-1.5-25.5-20190826","e67aadc8-4071-4913-b86a-c9d6c2433da8","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-08-26 21:46:00,NA,"NIWO_040-O-1.5-25.5-20190826-KCL","B00000011974","ok",2019-09-16,0.254,1,"OK",NA,2019-09-23,0.222,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.1,100
"188","NIWO_040-O-16.5-36.5-20190912","5b02223d-f2d7-4b22-bde8-f1b734e21b55","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-09-12 17:48:00,"A00000091305","NIWO_040-O-16.5-36.5-20190912-KCL","B00000061460","ok",2019-11-14,1.268,1,"OK",NA,2019-11-14,0.161,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053328Z","RELEASE-2021",9.85,100
"189","NIWO_040-O-16.5-36.5-20191007","3259562a-7a25-4766-b3be-f15e09f54d72","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-10-07 19:13:00,"A00000093261","NIWO_040-O-16.5-36.5-20191007-KCL","B00000061272","ok",2019-11-14,1.316,1,"OK",NA,2019-11-14,0.134,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",10.16,100
"190","NIWO_040-O-22-7.5-20190701","d4c68aca-6ec3-4d37-a643-9d505cc37632","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-01 20:56:00,"A00000090859","NIWO_040-O-22-7.5-20190701-KCL","B00000012084","ok",2019-08-28,0.554,1,"OK",NA,2019-08-29,0.131,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",9.99,100
"191","NIWO_040-O-22-7.5-20190718","2ffb2f31-90b0-4fc2-aceb-3939fee5e965","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-18 15:33:00,"A00000091262","NIWO_040-O-22-7.5-20190718-KCL","B00000012018","ok",2019-08-28,2.04,1,"OK",NA,2019-08-29,0.182,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.18,100
"192","NIWO_040-O-24.5-37-20190807","7b7f4b86-f5c1-4e0d-a88e-39285d00ea66","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-08-07 17:27:00,"A00000091869","NIWO_040-O-24.5-37-20190807-KCL","B00000012019","ok",2019-09-25,3.132,1,"OK",NA,2019-09-25,0.144,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",9.9,100
"193","NIWO_040-O-24.5-37-20190826","06ca3aa2-5df1-48f4-9b6b-2ce599c88a9c","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-08-26 21:56:00,NA,"NIWO_040-O-24.5-37-20190826-KCL","B00000012005","ok",2019-09-16,1.345,1,"OK",NA,2019-09-23,0.224,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.1,100
"194","NIWO_040-O-24.5-6.5-20191007","5f83bc39-9483-4f56-aff7-8770aea8c71d","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-10-07 19:03:00,"A00000093263","NIWO_040-O-24.5-6.5-20191007-KCL","B00000061268","ok",2019-11-14,0.779,1,"OK",NA,2019-11-14,0.256,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",9.93,100
"195","NIWO_040-O-3-14-20190701","2090853b-7ece-43ac-9d9e-043b669d43d1","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-01 21:40:00,"A00000090857","NIWO_040-O-3-14-20190701-KCL","B00000012075","ok",2019-08-28,1.803,1,"OK",NA,2019-08-29,0.779,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.1,100
"196","NIWO_040-O-3-14-20190718","c7df4ab4-e12d-456e-b757-d95f37d50f4e","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-18 15:10:00,"A00000091261","NIWO_040-O-3-14-20190718-KCL","B00000012065","ok",2019-08-28,3.865,1,"OK",NA,2019-08-29,0.995,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.06,100
"197","NIWO_040-O-3-29-20190718","713711aa-4434-444e-8049-acdc58d7e154","NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040",2019-07-18 15:23:00,"A00000091263","NIWO_040-O-3-29-20190718-KCL","B00000012032","ok",2019-08-28,1.602,1,"OK",NA,2019-08-29,0.124,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053157Z","RELEASE-2021",10.11,100
"198","NIWO_041-M-2-2.5-20191007","6cfcfb6c-4584-4bdd-8337-fb5af03a8b0b","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-10-07 17:47:00,"A00000091649","NIWO_041-M-2-2.5-20191007-KCL","B00000061274","ok",2019-11-14,0.235,1,"OK",NA,2019-11-14,0.261,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",10.06,100
"199","NIWO_041-M-36-9-20191007","5d13f377-85f4-4e6f-bac8-3976f2390614","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-10-07 18:08:00,"A00000091683","NIWO_041-M-36-9-20191007-KCL","B00000061279","ok",2019-11-14,1.326,1,"OK",NA,2019-11-14,0.449,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",10.08,100
"200","NIWO_041-M-38.5-28.5-20190805","2e02a7ca-97f1-4491-817e-a962d87306b0","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-08-05 19:18:00,"A00000091765","NIWO_041-M-38.5-28.5-20190805-KCL","B00000012056","ok",2019-09-25,0.106,1,"OK",NA,2019-09-25,0.13,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.11,100
"201","NIWO_041-M-38.5-28.5-20190826","1bf789df-bf1c-4215-bb74-e701d335f421","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-08-26 21:02:00,NA,"NIWO_041-M-38.5-28.5-20190826-KCL","B00000060900","ok",2019-09-16,0.106,1,"OK",NA,2019-09-23,0.235,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",9.98,100
"202","NIWO_041-M-39.5-38-20191007","dea440ca-67c3-4788-8238-a56f01a112e7","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-10-07 18:00:00,"A00000092992","NIWO_041-M-39.5-38-20191007-KCL","B00000061278","ok",2019-11-14,0.331,1,"OK",NA,2019-11-14,0.145,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",9.84,100
"203","NIWO_041-M-4-31.5-20190826","31c95339-06e9-4feb-98a4-0ce4475b7105","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-08-26 20:56:00,NA,"NIWO_041-M-4-31.5-20190826-KCL","B00000012177","ok",2019-09-16,0.146,1,"OK",NA,2019-09-23,0.377,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.11,99
"204","NIWO_041-M-5.5-11-20190826","532c279b-4cc8-4915-9678-46e27be0aa5d","NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041",2019-08-26 20:52:00,NA,"NIWO_041-M-5.5-11-20190826-KCL","B00000012015","ok",2019-09-16,0.125,1,"OK",NA,2019-09-23,0.145,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.06,100
"205","NIWO_042-M-17.5-4.5-20191007","a3c83144-ae1f-4265-82f0-a12b870c9f95","NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042",2019-10-07 18:37:00,"A00000091717","NIWO_042-M-17.5-4.5-20191007-KCL","B00000061276","ok",2019-11-14,0.171,1,"OK",NA,2019-11-14,0.189,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",10.11,100
"206","NIWO_042-M-19-5.5-20190826","ec3dc343-1dfd-448f-bcef-a58e08077f8b","NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042",2019-08-26 21:21:00,NA,"NIWO_042-M-19-5.5-20190826-KCL","B00000012173","ok",2019-09-16,0.246,1,"OK",NA,2019-09-23,0.149,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053313Z","RELEASE-2021",10.08,100
"207","NIWO_042-M-30-35-20191007","d2997aee-8409-48ba-a8fb-a0886d1d53c5","NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042",2019-10-07 18:33:00,"A00000091700","NIWO_042-M-30-35-20191007-KCL","B00000061275","ok",2019-11-14,0.228,1,"OK",NA,2019-11-14,0.16,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T053259Z","RELEASE-2021",10.18,99
