"","uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","sampleCode","cnSampleID","cnSampleCode","sampleType","acidTreatment","d15N","organicd13C","nitrogenPercent","organicCPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"74","c7f60cd6-9d24-4662-a94c-454b786c758e",2019-12-12,"DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067","tower",2019-07-24 17:14:00,"DCFS_067-M-31-4.5-20190724","A00000084602","DCFS_067-M-31-4.5-20190724-CN","A00000085954","soil","Y",1.6,-22.8,NA,1.55,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c, C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"75","8544881c-a17d-4a8d-9f30-c28d7bf0d5e4",2019-12-12,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:11:00,"DCFS_063-M-7-32.5-20190724","A00000084603","DCFS_063-M-7-32.5-20190724-CN","A00000085948","soil","Y",4.5,-26.5,NA,4.46,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c, C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"76","8daec0dd-2a13-4e92-8347-00c10841d9f1",2019-12-20,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:11:00,"DCFS_063-M-7-32.5-20190724","A00000084603","DCFS_063-M-7-32.5-20190724-CN","A00000085948","soil","N",3.8,NA,0.39,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n, N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"77","2c0b58d7-ae12-417e-aec7-75c46bef0313",2019-12-12,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:26:00,"DCFS_063-M-12-2-20190724","A00000084586","DCFS_063-M-12-2-20190724-CN","A00000085918","soil","Y",3.8,-23.7,NA,3.83,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c, C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"78","750efce7-b12d-420d-886b-5401c909bb96",2019-12-20,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:26:00,"DCFS_063-M-12-2-20190724","A00000084586","DCFS_063-M-12-2-20190724-CN","A00000085918","soil","N",5.9,NA,0.33,NA,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n, N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"79","a3ddefbb-f17e-4701-af3a-1137068bf414",2019-12-20,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:39:00,"DCFS_063-M-36.5-16.5-20190724","A00000084569","DCFS_063-M-36.5-16.5-20190724-CN","A00000086034","soil","N",3.7,NA,0.29,NA,NA,"OK","OK","OK","OK",3,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n, N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"80","cca00f63-6b54-40e2-83ff-97e03fc93d76",2019-12-12,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:39:00,"DCFS_063-M-36.5-16.5-20190724","A00000084569","DCFS_063-M-36.5-16.5-20190724-CN","A00000086034","soil","Y",1.7,-26.8,NA,1.68,NA,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c, C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"81","48c2ec13-5375-4ae1-bac6-1213086459a7",2019-12-20,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:39:00,"DCFS_063-M-36.5-16.5-20190724","A00000084569","DCFS_063-M-36.5-16.5-20190724-CN","A00000086034","soil","N",3.6,NA,0.27,NA,NA,"OK","OK","OK","OK",4,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15n, N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"82","285d296b-d767-4152-9e35-f48d44f6de6a",2019-12-12,"DCFS_063.basePlot.bgc","D09","DCFS","DCFS_063","tower",2019-07-24 18:39:00,"DCFS_063-M-36.5-16.5-20190724","A00000084569","DCFS_063-M-36.5-16.5-20190724-CN","A00000086034","soil","Y",2.4,-26.8,NA,2.44,NA,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13c, C%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T052359Z","RELEASE-2021"
"83","027a055a-641b-44f7-bb3b-d62a39a97320",2019-12-16,"NIWO_043.basePlot.bgc","D13","NIWO","NIWO_043","tower",2019-08-05 16:25:00,"NIWO_043-M-5-34.5-20190805","A00000091685","NIWO_043-M-5-34.5-20190805-CN","A00000090612","soil","N",6,-24.6,0.88,10.76,12.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"84","4fd92368-b23f-42af-bdcb-8b74e2064afa",2019-12-16,"NIWO_043.basePlot.bgc","D13","NIWO","NIWO_043","tower",2019-08-05 17:01:00,"NIWO_043-M-10-1.5-20190805","A00000091735","NIWO_043-M-10-1.5-20190805-CN","A00000090577","soil","N",5.8,-24.8,0.79,9.46,11.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"85","86ffb4d8-1e83-4efc-947e-7ce28988a708",2019-12-16,"NIWO_043.basePlot.bgc","D13","NIWO","NIWO_043","tower",2019-08-05 17:26:00,"NIWO_043-M-27.5-3.5-20190805","A00000091718","NIWO_043-M-27.5-3.5-20190805-CN","A00000090545","soil","N",7.4,-24.3,0.62,7.29,11.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"86","d0bad3e4-4a89-4be9-a195-94619713b158",2019-12-16,"NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041","tower",2019-08-05 18:26:00,"NIWO_041-M-4-31.5-20190805","A00000091684","NIWO_041-M-4-31.5-20190805-CN","A00000090562","soil","N",6.9,-24.6,0.23,3.03,13.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"87","a523a89d-2a25-4fd6-a892-f87ab36aacbe",2019-12-16,"NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041","tower",2019-08-05 18:58:00,"NIWO_041-M-5.5-11-20190805","A00000091667","NIWO_041-M-5.5-11-20190805-CN","A00000090544","soil","N",6.8,-25.3,0.51,6.12,12,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"88","35562344-62c8-43be-9788-bbc6a823fe9f",2019-12-16,"NIWO_041.basePlot.bgc","D13","NIWO","NIWO_041","tower",2019-08-05 19:18:00,"NIWO_041-M-38.5-28.5-20190805","A00000091765","NIWO_041-M-38.5-28.5-20190805-CN","A00000090646","soil","N",4.4,-24.7,0.23,3.22,13.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"89","0a62431f-625b-48f8-8f6d-1041223ac49b",2019-12-16,"NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042","tower",2019-08-05 20:15:00,"NIWO_042-M-32.5-31-20190805","A00000091799","NIWO_042-M-32.5-31-20190805-CN","A00000090597","soil","N",4.2,-25.5,0.69,8.8,12.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"90","e25e320e-d088-418f-999c-8ce18b9a3b9c",2019-12-16,"NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042","tower",2019-08-05 20:44:00,"NIWO_042-M-39-11-20190805","A00000091782","NIWO_042-M-39-11-20190805-CN","A00000090580","soil","N",1.9,-26.6,0.64,9.94,15.5,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"91","5a45aeab-6bcd-4703-b3e3-a31e68d6a1c0",2019-12-16,"NIWO_042.basePlot.bgc","D13","NIWO","NIWO_042","tower",2019-08-05 21:13:00,"NIWO_042-M-19-5.5-20190805","A00000091835","NIWO_042-M-19-5.5-20190805-CN","A00000090644","soil","N",5.6,-24.8,0.47,6.17,13.2,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"92","099f4846-ccc4-4958-be02-c7ffcf1fdfe5",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 16:40:00,"NIWO_040-O-1.5-25.5-20190807","A00000091852","NIWO_040-O-1.5-25.5-20190807-CN","A00000090611","soil","N",-1.7,-26,1.67,38.73,23.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T053313Z","RELEASE-2021"
"93","42a5515c-02ee-4a2c-a1f4-f73ea436d79d",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 16:55:00,"NIWO_040-M-1.5-25.5-20190807","A00000091816","NIWO_040-M-1.5-25.5-20190807-CN","A00000090627","soil","N",3.5,-24.4,0.15,2.59,17.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"94","27174148-3a78-4dcb-850d-c270915cf85a",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 17:27:00,"NIWO_040-O-24.5-37-20190807","A00000091869","NIWO_040-O-24.5-37-20190807-CN","A00000090560","soil","N",-1.2,-25.6,1.56,40.23,25.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T053313Z","RELEASE-2021"
"95","c84af187-f593-4b50-b75e-e48c6155f323",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 17:38:00,"NIWO_040-M-24.5-37-20190807","A00000091833","NIWO_040-M-24.5-37-20190807-CN","A00000090628","soil","N",3.5,-25.1,0.23,5.61,24.5,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"96","fecd7a06-160f-48be-bf66-a58d7401ae3d",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 18:19:00,"NIWO_040-O-37-6.5-20190807","A00000091850","NIWO_040-O-37-6.5-20190807-CN","A00000090559","soil","N",-1.4,-25.2,1.29,27.51,21.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T053313Z","RELEASE-2021"
"97","71f9f645-4201-4d0c-8e19-7c7f0912f349",2019-12-16,"NIWO_040.basePlot.bgc","D13","NIWO","NIWO_040","tower",2019-08-07 18:30:00,"NIWO_040-M-37-6.5-20190807","A00000091867","NIWO_040-M-37-6.5-20190807-CN","A00000090561","soil","N",5.6,-23.8,0.14,2.29,16.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T053313Z","RELEASE-2021"
"98","64686bf7-aebc-46fc-93f6-255e8f6c1c2f",2019-11-10,"WREF_071.basePlot.bgc","D16","WREF","WREF_071","tower",2019-06-17 20:27:00,"WREF_071-M-30-28-20190617","A00000060519","WREF_071-M-30-28-20190617-CN","A00000060358","soil","N",3.2,-26.7,0.13,3.29,25,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"99","0b49d15f-77cd-48cb-9148-62cd4c26acb8",2019-10-31,"WREF_071.basePlot.bgc","D16","WREF","WREF_071","tower",2019-06-17 20:47:00,"WREF_071-O-6.5-29.5-20190617","A00000060566","WREF_071-O-6.5-29.5-20190617-CN","A00000060362","soil","N",-0.6,-27,0.74,32.04,43.1,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T045807Z","RELEASE-2021"
"100","fc7db0af-b4b0-4ac7-a248-38042758c7fc",2019-10-31,"WREF_071.basePlot.bgc","D16","WREF","WREF_071","tower",2019-06-17 20:47:00,"WREF_071-O-6.5-29.5-20190617","A00000060566","WREF_071-O-6.5-29.5-20190617-CN","A00000060362","soil","N",-0.3,-27.2,0.71,29.02,40.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T045807Z","RELEASE-2021"
"101","db333a1c-6bb6-4ab6-9838-2c566c4d06c4",2019-10-31,"WREF_071.basePlot.bgc","D16","WREF","WREF_071","tower",2019-06-17 21:24:00,"WREF_071-M-6.5-29.5-20190617","A00000060567","WREF_071-M-6.5-29.5-20190617-CN","A00000060363","soil","N",3.4,-26.4,0.1,2.69,27.4,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"102","052335a8-aad7-4a0a-bed4-f57d1270d403",2019-11-10,"WREF_071.basePlot.bgc","D16","WREF","WREF_071","tower",2019-06-17 21:40:00,"WREF_071-M-0.5-7.5-20190617","A00000060559","WREF_071-M-0.5-7.5-20190617-CN","A00000060380","soil","N",3.9,-27.1,0.13,3.97,30.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"103","bd0403db-4515-408b-adfc-f4501286d6c2",2019-10-31,"WREF_072.basePlot.bgc","D16","WREF","WREF_072","tower",2019-06-18 16:48:00,"WREF_072-O-20.5-36.5-20190618","A00000060563","WREF_072-O-20.5-36.5-20190618-CN","A00000060510","soil","N",0,-27.8,0.86,33.96,39.5,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T045807Z","RELEASE-2021"
"104","325b4241-afe6-4fcf-9f39-0e9130dcfb6c",2019-10-31,"WREF_072.basePlot.bgc","D16","WREF","WREF_072","tower",2019-06-18 16:58:00,"WREF_072-M-20.5-36.5-20190618","A00000060564","WREF_072-M-20.5-36.5-20190618-CN","A00000060515","soil","N",4.4,-26.6,0.12,2.92,24.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"105","b67b6dfb-b4dc-4c01-b755-a7f8d507edf1",2019-10-31,"WREF_072.basePlot.bgc","D16","WREF","WREF_072","tower",2019-06-18 17:35:00,"WREF_072-O-17.5-38-20190618","A00000060565","WREF_072-O-17.5-38-20190618-CN","A00000105608","soil","N",-1.5,-27.6,0.69,26.96,39.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T045807Z","RELEASE-2021"
"106","8f66f4ff-1c14-4710-b4cb-a6f11939470b",2019-10-31,"WREF_072.basePlot.bgc","D16","WREF","WREF_072","tower",2019-06-18 17:41:00,"WREF_072-M-17.5-38-20190618","A00000060520","WREF_072-M-17.5-38-20190618-CN","A00000060496","soil","N",4.2,-26.2,0.16,2.69,16.4,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"107","e5fd8d27-ecab-4c38-9529-b8e57764a1e8",2019-10-31,"WREF_072.basePlot.bgc","D16","WREF","WREF_072","tower",2019-06-18 18:16:00,"WREF_072-M-8-9.5-20190618","A00000060536","WREF_072-M-8-9.5-20190618-CN","A00000060513","soil","N",4.7,-26.7,0.1,2.25,23,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"108","dc21c48a-ccf9-41eb-aad2-f28063c053ec",2019-10-31,"WREF_073.basePlot.bgc","D16","WREF","WREF_073","tower",2019-06-18 19:10:00,"WREF_073-M-0-19-20190618","A00000060504","WREF_073-M-0-19-20190618-CN","A00000060495","soil","N",1.6,-26.5,0.13,4.48,34.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"109","f355f7ca-caa5-4794-9f11-24bb7fdd829d",2019-10-31,"WREF_073.basePlot.bgc","D16","WREF","WREF_073","tower",2019-06-18 19:42:00,"WREF_073-M-17.5-36.5-20190618","A00000060502","WREF_073-M-17.5-36.5-20190618-CN","A00000060518","soil","N",3.2,-26.8,0.1,2.88,28.2,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
"110","d742ca88-7ca7-45d4-9689-0026bed7c30f",2019-10-31,"WREF_073.basePlot.bgc","D16","WREF","WREF_073","tower",2019-06-18 20:13:00,"WREF_073-M-34.5-19-20190618","A00000060537","WREF_073-M-34.5-19-20190618-CN","A00000060491","soil","N",3.2,-26.7,0.1,3.01,29.2,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T045807Z","RELEASE-2021"
